Name,Price,Product Link,Build,Frequency,Processor,Display,Memory,Camera,Connectivity,Features,Battery
VivoV20 SE,"Rs. 41,999",https://www.whatmobile.com.pk/Vivo_V20-SE,Android 10.0 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 2.0 GHz Kryo 260 Gold + 4 x 1.8 GHz Kryo 260 Silver),"AMOLED Capacitive Touchscreen, 16M Colors, Multitouch","128GB Built-in, 8GB RAM","Triple Camera: 48 MP, f/1.8, 25mm (wide), 1/2.0"", PDAF + 8 MP, f/2.2, 16mm (ultrawide), 1/4.0"", AF + 2 MP, f/2.4, (depth), dual-LED dual-tone flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (under display, optical), Gyro, Proximity","(Li-Po Non removable), 4100 mAh"
VivoY53s,"Rs. 40,999",https://www.whatmobile.com.pk/Vivo_Y53s,Android 11 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","128GB Built-in, 8GB RAM (+4GB Extended RAM after Upgrade)","Triple Camera: 64 MP, f/1.8, 26mm (wide), 1/1.97, PDAF + 2 MP, f/2.4, (macro) + 2 MP, f/2.4, (depth), LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (side monted), Gyro, Proximity","(Li-Po Non removable), 5000 mAh"
VivoY16,"Rs. 39,999",https://www.whatmobile.com.pk/Vivo_Y16,Android 12 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 2.3 GHz Cortex-A53 + 4 x 1.8 GHz Cortex-A53),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","64GB Built-in, 4GB RAM","Dual Camera: 13 MP, f/2.2, (wide), PDAF + 2 MP, f/2.4, (macro), LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","Accelerometer, Compass, Fingerprint (side mounted), Proximity","(Li-Po Non removable), 5000 mAh"
VivoS1 Pro,"Rs. 39,999",https://www.whatmobile.com.pk/Vivo_S1-Pro,Android 9.0 (Pie),SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 2.0 GHz Kryo 260 Gold + 4 x 1.8 GHz Kryo 260 Silver),"Super AMOLED capacitive touchscreen, 16M colors, Multitouch","128GB Built-in, 8GB RAM","Quad Camera: 48 MP, f/1.8, (wide), 1/2"", PDAF + 8 MP, f/2.2, 13mm (ultrawide), 1/4"" + 2 MP, f/2.4, 1/5"", (dedicated macro camera) + 2 MP, f/2.4, depth sensor, LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (under display, optical), Gyro, Proximity","(Li-Po Non removable), 4500 mAh"
VivoS1 4GB,"Rs. 35,999",https://www.whatmobile.com.pk/Vivo_S1-4GB,Android 9.0 (Pie),SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.7 GHz Cortex-A55),"Super AMOLED Capacitive Touchscreen, 16M Colors, Multitouch","128GB Built-in, 4GB RAM","Triple Camera: 16 MP, (wide), 1/2.8"", PDAF + 8 MP, f/2.2, 13mm (ultrawide) + 2 MP, f/2.4, depth sensor, LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","Accelerometer, Compass, Fingerprint (under display, optical), Proximity","(Li-Po Non removable), 4500 mAh"
VivoY51s,"Rs. 35,999",https://www.whatmobile.com.pk/Vivo_Y51s,Android 10.0 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (2 x 2.0 GHz Cortex-A77 + 6 x 1.8 GHz Cortex-A76),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","128GB Built-in, 8GB RAM","Triple Camera: 48 MP + 8 MP + 2 MP, LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (side mounted)), Proximity",(Li-Po Non removable) 5000 mAh
VivoY15C,"Rs. 33,999",https://www.whatmobile.com.pk/Vivo_Y15C,Android 12 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,2.3 Ghz Octa Core,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","64GB Built-in, 4GB RAM","Dual Camera: 13 MP, f/2.2, 27mm (wide), AF + 2 MP, f/2.4, (depth), LED Flash","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (side mounted), Proximity","(Li-Po Non removable), 5000 mAh"
VivoY17,"Rs. 33,999",https://www.whatmobile.com.pk/Vivo_Y17,Android 9.0 Pie,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 2.3 GHz Cortex-A53 + 4 x 1.8 GHz Cortex-A53),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","128GB Built-in, 4GB RAM","Triple Camera: 13 MP, f/2.2, PDAF + 8 MP+ 2 MP, f/2.4, depth sensor, LED Flash","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot, 2.4GHz/5GHz","Accelerometer, Compass, Fingerprint (rear mounted), Proximity",(Li-ion Non removable) 5000 mAh
VivoY51,"Rs. 32,999",https://www.whatmobile.com.pk/Vivo_Y51,Android 10 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 2.0 GHz Kryo 260 Gold + 4 x 1.8 GHz Kryo 260 Silver),"Super AMOLED Capacitive Touchscreen, 16M Colors, Multitouch","128GB Built-in, 4GB RAM","Quad Camera: 48 MP, f/1.8 + 8 MP, f/2.2 + 2 MP, f/2.4 + 2 MP, f/2.4, LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (under display, optical), Gyro, Proximity","(Li-Po Non removable), 4500 mAh"
VivoY31,"Rs. 31,999",https://www.whatmobile.com.pk/Vivo_Y31,Android 11 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 2.0 GHz Kryo 260 Gold + 4 x 1.8 GHz Kryo 260 Silver),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","128GB Built-in, 4GB RAM","Triple Camera: 48 MP, f/1.8, (wide), 1/2.0"", PDAF + 2 MP, f/2.4, (macro) + 2 MP, f/2.4, (depth), LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (side mounted), Gyro, Proximity","(Li-Po Non removable), 5000 mAh"
VivoY20s,"Rs. 30,999",https://www.whatmobile.com.pk/Vivo_Y20s,Android 10.0 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 1.8 GHz Kryo 240 + 4 x 1.6 GHz Kryo 240),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","128GB Built-in, 4GB RAM","Triple Camera: 13 MP, f/2.2, (wide), PDAF + 2 MP, f/2.4, (macro) + 2 MP, f/2.4, (depth), LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, Fingerprint (side mounted), Proximity","(Li-Po Non removable), 5000 mAh"
VivoY02s,"Rs. 29,999",https://www.whatmobile.com.pk/Vivo_Y02s,Android 12 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 2.35 GHz Cortex-A53 + 4 x 1.8 GHz Cortex-A53),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","32/64GB Built-in, 2/3GB RAM","8 MP, f/2.0, AF, LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, Compass, Proximity","(Li-Po Non removable), 5000 mAh"
VivoY30 128GB,"Rs. 29,999",https://www.whatmobile.com.pk/Vivo_Y30-128GB,Android 10 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 2.35 GHz Cortex-A53 + 4 x 1.8 GHz Cortex-A53),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","128GB Built-in, 4GB RAM","Quad Camera: 13 MP, f/2.2, (wide), PDAF + 8 MP, f/2.2, (ultrawide), 1/4.0"" + 2 MP, f/2.4, (macro) + 2 MP, f/2.4, (depth), LED Flash","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (rear mounted), Proximity","(Li-Po Non removable), 5000 mAh"
VivoY15s,"Rs. 29,499",https://www.whatmobile.com.pk/Vivo_Y15s,Android 11.0 (Go edition),SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 2.3 GHz Cortex-A53 + 4 x 1.8 GHz Cortex-A53),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","32GB Built-in, 3GB RAM","Dual Camera: 13 MP, f/2.2, 27mm (wide), AF + 2 MP, f/2.4, (depth), LED Flash","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (side mounted), Proximity","(Li-Po Non removable), 5000 mAh"
VivoY30,"Rs. 27,999",https://www.whatmobile.com.pk/Vivo_Y30,Android 10 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 2.35 GHz Cortex-A53 + 4 x 1.8 GHz Cortex-A53),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","64GB Built-in, 4GB RAM","Quad Camera: 13 MP, f/2.2, (wide), PDAF + 8 MP, f/2.2, (ultrawide), 1/4.0"" + 2 MP, f/2.4, (macro) + 2 MP, f/2.4, (depth), LED Flash","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (rear mounted), Proximity","(Li-Po Non removable), 5000 mAh"
VivoY02,"Rs. 27,999",https://www.whatmobile.com.pk/Vivo_Y02,Android 12 Go edition,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa Core,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","32GB Built-in, 3GB RAM, eMMC 5.1","8 MP, f/2.0, AF, LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band","Accelerometer, Proximity","(Li-Po Non removable), 5000 mAh"
VivoY20,"Rs. 26,999",https://www.whatmobile.com.pk/Vivo_Y20,Android 10.0 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 1.8 GHz Kryo 240 + 4 x 1.6 GHz Kryo 240),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","64GB Built-in, 4GB RAM","Triple Camera: 13 MP, f/1.8, (wide), PDAF + 2 MP, f/2.4, (macro) + 2 MP, f/2.4, (depth), LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, Fingerprint (side mounted), Proximity","(Li-Po Non removable), 5000 mAh"
VivoY20 2021,"Rs. 26,999",https://www.whatmobile.com.pk/Vivo_Y20-2021,Android 10 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 2.35 GHz Cortex-A53 + 4 x 1.8 GHz Cortex-A53),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","64GB Built-in, 4GB RAM","Triple Camera: 13 MP, f/1.8, (wide), PDAF + 2 MP, f/2.4, (macro) + 2 MP, f/2.4, (depth), LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (side mounted), Gyro, Proximity","(Li-Po Non removable), 5000 mAh"
VivoY02t,"Rs. 24,999",https://www.whatmobile.com.pk/Vivo_Y02t,Android 13 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 2.35 GHz Cortex-A53 + 4 x 1.8 GHz Cortex-A53),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","64GB Built-in, 4GB RAM (+4GB Extended RAM)","8 MP, f/2.0, LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band","Accelerometer, Proximity, Ambient light senso","(Li-Po Non removable), 5000 mAh"
VivoY01,"Rs. 23,999",https://www.whatmobile.com.pk/Vivo_Y01,Android 11.0 (Go edition),SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 2.35 GHz Cortex-A53 + 4 x 1.8 GHz Cortex-A53),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","32GB Built-in, 2/3GB RAM","8 MP, LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (side mounted), Gyro, Proximity","(Li-Po Non removable), 5000 mAh"
VivoY12s,"Rs. 22,499",https://www.whatmobile.com.pk/Vivo_Y12s,Android 10.0 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 2.35 GHz Cortex-A53 + 4 x 1.8 GHz Cortex-A53),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","32GB Built-in, 3GB RAM","Dual 13 MP, f/2.2, (wide), PDAF + 2 MP, f/2.4, (depth), LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (side mounted), Proximity","(Li-Po Non removable), 5000 mAh"
VivoY12A,"Rs. 22,499",https://www.whatmobile.com.pk/Vivo_Y12A,Android 11 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa Core,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","32GB Built-in, 3GB RAM","Dual 13 MP + 2 MP, LED Flash","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (rear mounted), Proximity","(Li-Po Non removable), 5000 mAh"
VivoY12,"Rs. 20,999",https://www.whatmobile.com.pk/Vivo_Y12,Android 9.0 (Pie),SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,2.0 Ghz Octa Core Cortex-A53,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","32GB Built-in, 3GB RAM","Triple Camera: 13 MP, f/2.2, PDAF + 8 MP, f/2.2, 16mm (ultrawide) + 2 MP, f/2.4, depth sensor, LED Flash","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (rear mounted), Proximity","(Li-Po Non removable), 5000 mAh"
VivoY1s,"Rs. 17,999",https://www.whatmobile.com.pk/Vivo_Y1s,Android 10 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 2.35 GHz Cortex-A53 + 4 x 1.8 GHz Cortex-A53),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","32GB Built-in, 2GB RAM","13 MP, f/2.2, PDAF, LED Flash","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, Compass, Proximity","(Li-ion Non removable), 4030 mAh"
VivoY11 2GB,"Rs. 17,999",https://www.whatmobile.com.pk/Vivo_Y11-2GB,Android 9.0 Pie,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (2 x 1.95 GHz Cortex-A53 + 6 x 1.45 GHz Cortex A53),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","32GB Built-in, 2GB RAM","Dual Camera: 13 MP, f/2.2, PDAF + 2 MP, f/2.4, depth sensor, LED Flash","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (rear mounted), Proximity","(Li-Po Non removable), 5000 mAh"
VivoV17,N/A,https://www.whatmobile.com.pk/Vivo_V17,Android 9.0 (Pie),SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (4 x 2.0 GHz Kryo 260 Gold + 4 x 1.8 GHz Kryo 260 Silver),"Super AMOLED Capacitive Touchscreen, 16M Colors, Multitouch","256GB Built-in, 8GB RAM","Quad Camera: 48 MP, f/1.8, (wide), 1/2"", PDAF + 8 MP, f/2.2, 13mm (ultrawide), 1/4"" + 2 MP, f/2.4, 1/5"", (dedicated macro camera) + 2 MP, f/2.4, depth sensor, LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","Accelerometer, Compass, Fingerprint (under display, optical), Gyro, Proximity","(Li-Po Non removable), 4500 mAh"
VivoV20,N/A,https://www.whatmobile.com.pk/Vivo_V20,Android 11 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (2 x 2.3 GHz Kryo 465 Gold + 6 x 1.8 GHz Kryo 465 Silver),"AMOLED Capacitive Touchscreen, 16M Colors, Multitouch","128GB Built-in, 8GB RAM","Triple Camera: 64 MP, f/1.9, 26mm (wide), 1/1.72"", PDAF + 8 MP, f/2.2, 16mm (ultrawide), 1/4.0"", AF + 2 MP, f/2.4, (depth), dual-LED dual-tone flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (under display, optical), Gyro, Proximity","(Li-Po Non removable), 4000 mAh"
VivoY91c,N/A,https://www.whatmobile.com.pk/Vivo_Y91c,Android V8.1 Oreo,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,2.0 Ghz Octa Core,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","32GB Built-in, 2GB RAM","13 MP, f/2.4, depth sensor, LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, Compass, Proximity","(Li-Po Non removable), 4030 mAh"
VivoV17 Pro,N/A,https://www.whatmobile.com.pk/Vivo_V17-Pro,Android 9.0 (Pie),SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (2 x 2.0 GHz Kryo 460 Gold + 6 x 1.7 GHz Kryo 460 Silver),"Super AMOLED capacitive touchscreen, 16M colors, Multitouch","128GB Built-in, 8GB RAM","Quad Camera: 48 MP, f/1.8, 26mm (wide), 1/2.0"", PDAF + 8 MP, f/2.2, 13mm (ultrawide), 1/4"" + 13 MP, (telephoto), PDAF, 2x optical zoom + 2 MP, f/2.4, 1/5"", depth sensor, LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","Accelerometer, Compass, Fingerprint (under display), Gyro, Proximity","(Li-Po Non removable), 4100 mAh"
VivoY91D,N/A,https://www.whatmobile.com.pk/Vivo_Y91D,Android 8.1 Oreo,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,1.95 Ghz Octa Core,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","32GB Built-in, 2GB RAM","13 MP, LED Flash","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Ambient light, Accelerometer, Compass, Proximity","(Li-Po Non removable), 4030 mAh"
VivoS1,N/A,https://www.whatmobile.com.pk/Vivo_S1,Android 9.0 (Pie),SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.7 GHz Cortex-A55),"Super AMOLED Capacitive Touchscreen, 16M Colors, Multitouch","128GB Built-in, 4GB RAM","Triple Camera: 16 MP, (wide), 1/2.8"", PDAF + 8 MP, f/2.2, 13mm (ultrawide) + 2 MP, f/2.4, depth sensor, LED Flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","Accelerometer, Compass, Fingerprint (under display, optical), Proximity","(Li-Po Non removable), 4500 mAh"
VivoY11,N/A,https://www.whatmobile.com.pk/Vivo_Y11,Android 9.0 Pie,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (2 x 1.95 GHz Cortex-A53 + 6 x 1.45 GHz Cortex A53),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","32GB Built-in, 3GB RAM","Dual Camera: 13 MP, f/2.2, PDAF + 2 MP, f/2.4, depth sensor, LED Flash","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (rear mounted), Proximity","(Li-Po Non removable), 5000 mAh"
VivoV19,N/A,https://www.whatmobile.com.pk/Vivo_V19,Android 10 OS,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,Octa-core (2 x 2.3 GHz Kryo 360 Gold + 6 x 1.7 GHz Kryo 360 Silver),"Super AMOLED Capacitive Touchscreen, 16M Colors, Multitouch","128/256GB Built-in, 8GB RAM","Quad Camera: 48 MP, f/1.8, (wide), 1/2.0"", PDAF + 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"" + 2 MP, f/2.4, (macro), 1/5.0"" +  2 MP, f/2.4, (depth), LED Flash","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","Accelerometer, Compass, Fingerprint (under display, optical), Gyro, Proximity","(Li-Po Non removable), 4500 mAh"
VivoY90,Price N/A,https://www.whatmobile.com.pk/Vivo_Y90,Android Android 8.1 (Oreo),SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,2.0 Ghz Quad Core Cortex-A53,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch","32GB Built-in, 2GB RAM","8 MP, autofocus, LED flash","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, Compass, Face Unlock, Proximity","(Li-Po Non removable), 4030 mAh"
